file,n_rows,mae,rmse,pearson_r,pearson_p,spearman_r,spearman_p,adc,adc_p,r2,split,fold
outputs/allrats_c123_allages/retfound_lora_natureoct/control_test_results_fold0.csv,192,33.58811891078949,52.00225608883966,0.8721061080101074,6.963672854521761e-61,0.8916779048150186,2.5692470021913494e-67,-0.5173195362796189,1.5568264756995125e-14,0.7405758471974762,control,0
outputs/allrats_c123_allages/retfound_lora_natureoct/rag_experimental_results_fold0.csv,602,32.72440445858775,50.02398355707362,0.8838119444694906,4.2250384000425844e-200,0.8941863273110738,1.4139062395810662e-211,-0.5432137700851019,1.6509502675076202e-47,0.7620189556983946,stress,0
outputs/allrats_c123_allages/retfound_lora_natureoct/control_test_results_fold1.csv,193,31.34985323891121,47.977177754269846,0.8588898774812862,2.102087651743884e-57,0.8656010867882342,2.8039881347270785e-59,-0.4273655203459638,5.7005715484605e-10,0.7290425621610055,control,1
outputs/allrats_c123_allages/retfound_lora_natureoct/rag_experimental_results_fold1.csv,602,33.370247837712995,49.14432339394565,0.8866240584436174,4.232826026130902e-203,0.889807847790444,1.3604789237688072e-206,-0.5378680328037913,1.9309781377848363e-46,0.7703150493039861,stress,1
outputs/allrats_c123_allages/retfound_lora_natureoct/control_test_results_fold2.csv,191,31.349293334321825,50.20905988399591,0.8753833858554463,1.4427255963953618e-61,0.8919503032402613,4.545758595420621e-67,-0.5664172441836278,1.3408142429385124e-17,0.7417836198819694,control,2
outputs/allrats_c123_allages/retfound_lora_natureoct/rag_experimental_results_fold2.csv,602,34.128797664198764,53.237003076143566,0.8743799980469003,1.398596578072631e-190,0.8814456127663424,1.2304691341189944e-197,-0.6168007043995062,2.2168133569328e-64,0.7304663337217503,stress,2
